(0, 304)
(1, 573)
(2, 534)
(3, 513)
(4, 479)
(5, 428)
(6, 492)
(7, 490)
(8, 464)
(9, 437)
(10, 851)
(11, 390)
(12, 395)
(13, 0)
(14, 408)
(15, 372)
(16, 388)
(17, 423)
(18, 393)
(19, 409)
(20, 391)
(21, 346)
(22, 339)
(23, 336)
(24, 336)
(25, 343)
(26, 374)
(27, 338)
(28, 375)
(29, 380)
(30, 417)
(31, 402)
(32, 421)
(33, 368)
(34, 376)
(35, 330)
(36, 313)
(37, 293)
(38, 286)
(39, 228)
(40, 248)
(41, 249)
(42, 246)
(43, 267)
(44, 323)
(45, 300)
(46, 293)
(47, 267)
(48, 282)
(49, 232)
(50, 248)
(51, 228)
(52, 217)
(53, 235)
(54, 244)
(55, 243)
(56, 239)
(57, 224)
(58, 209)
(59, 222)
(60, 204)
(61, 220)
(62, 227)
(63, 207)
(64, 225)
(65, 215)
(66, 202)
(67, 206)
(68, 174)
(69, 170)
(70, 183)
(71, 161)
(72, 168)
(73, 190)
(74, 181)
(75, 184)
(76, 159)
(77, 197)
(78, 207)
(79, 194)
(80, 192)
(81, 175)
(82, 200)
(83, 208)
(84, 187)
(85, 224)
(86, 206)
(87, 195)
(88, 228)
(89, 215)
(90, 195)
(91, 203)
(92, 199)
(93, 220)
(94, 258)
(95, 230)
(96, 270)
(97, 241)
(98, 250)
(99, 292)
(100, 264)
(101, 257)
(102, 253)
(103, 260)
(104, 232)
(105, 247)
(106, 239)
(107, 236)
(108, 222)
(109, 217)
(110, 223)
(111, 227)
(112, 232)
(113, 222)
(114, 247)
(115, 208)
(116, 251)
(117, 244)
(118, 237)
(119, 257)
(120, 234)
(121, 251)
(122, 249)
(123, 232)
(124, 243)
(125, 242)
(126, 241)
(127, 243)
(128, 418)
(129, 427)
(130, 403)
(131, 394)
(132, 411)
(133, 431)
(134, 369)
(135, 409)
(136, 373)
(137, 389)
(138, 417)
(139, 428)
(140, 425)
(141, 408)
(142, 443)
(143, 420)
(144, 435)
(145, 435)
(146, 422)
(147, 385)
(148, 418)
(149, 401)
(150, 401)
(151, 413)
(152, 409)
(153, 398)
(154, 375)
(155, 335)
(156, 378)
(157, 350)
(158, 329)
(159, 380)
(160, 340)
(161, 398)
(162, 348)
(163, 423)
(164, 360)
(165, 397)
(166, 364)
(167, 353)
(168, 363)
(169, 351)
(170, 340)
(171, 356)
(172, 348)
(173, 304)
(174, 331)
(175, 331)
(176, 363)
(177, 328)
(178, 326)
(179, 299)
(180, 295)
(181, 287)
(182, 316)
(183, 280)
(184, 269)
(185, 285)
(186, 254)
(187, 314)
(188, 318)
(189, 343)
(190, 345)
(191, 725)
(192, 0)
(193, 0)
(194, 15034)
(195, 8828)
(196, 0)
(197, 0)
(198, 0)
(199, 0)
(200, 0)
(201, 0)
(202, 0)
(203, 0)
(204, 0)
(205, 0)
(206, 0)
(207, 0)
(208, 0)
(209, 0)
(210, 0)
(211, 0)
(212, 0)
(213, 0)
(214, 0)
(215, 0)
(216, 0)
(217, 0)
(218, 0)
(219, 0)
(220, 0)
(221, 0)
(222, 0)
(223, 0)
(224, 0)
(225, 0)
(226, 0)
(227, 0)
(228, 0)
(229, 0)
(230, 0)
(231, 0)
(232, 0)
(233, 0)
(234, 0)
(235, 0)
(236, 0)
(237, 0)
(238, 0)
(239, 0)
(240, 0)
(241, 0)
(242, 0)
(243, 0)
(244, 0)
(245, 0)
(246, 0)
(247, 0)
(248, 0)
(249, 0)
(250, 0)
(251, 0)
(252, 0)
(253, 0)
(254, 0)
(255, 0)
