(0, 450)
(1, 852)
(2, 817)
(3, 819)
(4, 813)
(5, 803)
(6, 825)
(7, 877)
(8, 848)
(9, 773)
(10, 1230)
(11, 671)
(12, 605)
(13, 0)
(14, 552)
(15, 493)
(16, 455)
(17, 488)
(18, 410)
(19, 465)
(20, 414)
(21, 397)
(22, 297)
(23, 282)
(24, 263)
(25, 255)
(26, 217)
(27, 189)
(28, 194)
(29, 190)
(30, 192)
(31, 156)
(32, 177)
(33, 145)
(34, 171)
(35, 171)
(36, 183)
(37, 169)
(38, 173)
(39, 171)
(40, 163)
(41, 158)
(42, 170)
(43, 154)
(44, 165)
(45, 175)
(46, 172)
(47, 148)
(48, 173)
(49, 157)
(50, 155)
(51, 174)
(52, 161)
(53, 163)
(54, 155)
(55, 179)
(56, 165)
(57, 150)
(58, 180)
(59, 159)
(60, 164)
(61, 165)
(62, 170)
(63, 183)
(64, 190)
(65, 171)
(66, 172)
(67, 163)
(68, 177)
(69, 158)
(70, 199)
(71, 194)
(72, 165)
(73, 192)
(74, 200)
(75, 194)
(76, 220)
(77, 189)
(78, 202)
(79, 196)
(80, 179)
(81, 194)
(82, 217)
(83, 192)
(84, 203)
(85, 193)
(86, 173)
(87, 202)
(88, 216)
(89, 188)
(90, 214)
(91, 223)
(92, 225)
(93, 238)
(94, 202)
(95, 237)
(96, 300)
(97, 254)
(98, 300)
(99, 288)
(100, 254)
(101, 290)
(102, 259)
(103, 280)
(104, 262)
(105, 224)
(106, 237)
(107, 204)
(108, 253)
(109, 233)
(110, 192)
(111, 236)
(112, 225)
(113, 250)
(114, 219)
(115, 219)
(116, 243)
(117, 221)
(118, 223)
(119, 195)
(120, 234)
(121, 243)
(122, 230)
(123, 243)
(124, 226)
(125, 254)
(126, 243)
(127, 284)
(128, 457)
(129, 424)
(130, 452)
(131, 450)
(132, 457)
(133, 453)
(134, 378)
(135, 372)
(136, 428)
(137, 436)
(138, 425)
(139, 402)
(140, 390)
(141, 406)
(142, 423)
(143, 487)
(144, 431)
(145, 396)
(146, 441)
(147, 411)
(148, 444)
(149, 391)
(150, 362)
(151, 424)
(152, 399)
(153, 412)
(154, 371)
(155, 377)
(156, 358)
(157, 382)
(158, 364)
(159, 394)
(160, 372)
(161, 378)
(162, 364)
(163, 346)
(164, 322)
(165, 389)
(166, 359)
(167, 293)
(168, 327)
(169, 323)
(170, 314)
(171, 316)
(172, 284)
(173, 297)
(174, 281)
(175, 310)
(176, 263)
(177, 301)
(178, 294)
(179, 312)
(180, 345)
(181, 270)
(182, 294)
(183, 302)
(184, 304)
(185, 289)
(186, 305)
(187, 330)
(188, 312)
(189, 361)
(190, 415)
(191, 710)
(192, 0)
(193, 0)
(194, 15356)
(195, 8527)
(196, 0)
(197, 0)
(198, 0)
(199, 0)
(200, 0)
(201, 0)
(202, 0)
(203, 0)
(204, 0)
(205, 0)
(206, 0)
(207, 0)
(208, 0)
(209, 0)
(210, 0)
(211, 0)
(212, 0)
(213, 0)
(214, 0)
(215, 0)
(216, 0)
(217, 0)
(218, 0)
(219, 0)
(220, 0)
(221, 0)
(222, 0)
(223, 0)
(224, 0)
(225, 0)
(226, 0)
(227, 0)
(228, 0)
(229, 0)
(230, 0)
(231, 0)
(232, 0)
(233, 0)
(234, 0)
(235, 0)
(236, 0)
(237, 0)
(238, 0)
(239, 0)
(240, 0)
(241, 0)
(242, 0)
(243, 0)
(244, 0)
(245, 0)
(246, 0)
(247, 0)
(248, 0)
(249, 0)
(250, 0)
(251, 0)
(252, 0)
(253, 0)
(254, 0)
(255, 0)
